"sort_number","site","Genus_species","Family","growthform","height","loght","Country","Site","lat","long","entered.by","alt","temp","diurn.temp","isotherm","temp.seas","temp.max.warm","temp.min.cold","temp.ann.range","temp.mean.wetqr","temp.mean.dryqr","temp.mean.warmqr","temp.mean.coldqr","rain","rain.wetm","rain.drym","rain.seas","rain.wetqr","rain.dryqr","rain.warmqr","rain.coldqr","LAI","NPP","hemisphere"
12029,104,"Eucalyptus_nesophila","Myrtaceae","Tree",25,1.397940009,NA,"Melville Island",11.5,130.967,"Angela",44,27.1,9.4,6.3,1.4,33.2,18.5,14.7,27.7,24.8,28.5,24.8,1664,355,2,100,1032,12,453,12,4.04,969,-1
20085,137,"Mimosa_monancistra","Fabaceae - M","Shrub",3,0.477121255,"Mexico","Linares - Puenta Viejo",24.749,-99.799,"Angela",736,20.7,14.3,5.5,4,32.9,7.2,25.7,23.5,15.2,25.4,15.2,703,149,14,71,325,54,268,54,2.26,844,1
24129,215,"Potentilla_nivea","Rosaceae","Herb",0.05,-1.301029996,"Greenland","Kangerlussuaq - dry",66.973,-50.568,"Angela",75,-5.1,8.2,2.3,10,14.1,-21.2,35.3,6.3,-13.7,8.1,-16.6,257,31,11,33,92,40,84,45,1.29,65,1
32312,15,"Xanthorrhoea_sp2","Xanthorrhoeaceae","Shrub",4,0.602059991,"Australia","Green's Bush - Melbourne",38.43,144.922,"Angela",165,13.5,7.5,4.5,3.2,22.8,6.2,16.6,10.2,17.6,17.6,9.5,915,101,45,25,289,150,150,287,4.04,1023,-1
26027,211,"Rhododendron_palustre","Ericaceae","Shrub",1,0,"USA","Alaska - Bonanza",64.769,-148.283,"Angela",382,-4.3,10.7,2.2,13.9,21,-27.1,48.1,13.2,-12.1,13.2,-21.9,296,57,7,68,157,28,157,41,2.51,363,1
19248,30,"Macrozamia_communis","Zamiaceae","Shrub",1.7,0.230448921,"Australia","Kuringai - Diatreme",33.578,151.292,"Angela",188,17,9.7,4.8,3.8,26.1,5.9,20.2,21.4,12.6,21.5,11.9,1307,159,64,29,455,212,391,280,4.51,1435,-1
26164,3,"Ribes_magellanicum","Grossulariaceae","Shrub",1.8,0.255272505,"Argentina","Rio Turbio - Nothofagus",51.578,-72.315,"Angela",702,3.7,9.7,4.9,3.6,14,-5.6,19.6,3.5,4.2,8,-1.2,500,57,34,15,152,106,120,122,1.26,30,-1
8167,151,"Cistus_salvifolius","Cistaceae","Shrub",1,0,"Israel","Adulam",34.935,34.935,"Angela",358,4.8,7.1,2.2,8.7,21.8,-10.2,32,10.6,-5.7,16.1,-6.3,599,77,26,34,217,90,185,105,1.01,386,1
30395,61,"Themeda_triandra","Poaceae","Herb",0.8,-0.096910013,"Australia","Townsville savanna",19.337,146.755,"Angela",79,23.9,9.9,5.2,3.1,31.7,12.9,18.8,27.1,20.3,27.3,19.4,1027,251,9,101,668,33,626,42,4.14,1012,-1
24867,94,"Pseudolmedia_laevis","Moraceae","Tree",19,1.278753601,"Peru","Los Amigos floodplain",12.567,-70.093,"Angela",217,24.9,10.5,7.4,1,31.5,17.4,14.1,25.6,23.3,25.7,23.3,3273,471,113,46,1310,381,1001,381,4.26,1475,-1
3998,23,"Atriplex_stipitata","Amaranthaceae","Shrub",0.5,-0.301029996,"Australia","Adelaide - Brookfield Chenopod",34.347,139.517,"Angela",99,16.2,13.4,5.1,4.5,30.7,4.8,25.9,11.1,21.8,22,10.4,276,31,15,23,84,49,51,80,2.14,773,-1
2356,100,"Alloteropsis_semialata","Poaceae","Herb",2,0.301029996,"Australia","Howard Springs, Darwin",12.494,131.108,"Angela",26,27.3,10.5,6,1.7,34.6,17.2,17.4,28.1,24.7,29.2,24.7,1505,371,1,104,970,7,408,7,4.07,956,-1
31438,222,"Vaccinium_uliginosum","Ericaceae","Shrub",0.04,-1.397940009,"Greenland","Zackenberg - hill",74.476,-20.629,"Angela",83,-11.1,7,2.1,9.3,6,-26.5,32.5,-4.3,-7.4,1.7,-21.4,252,27,11,22,76,40,60,68,2.6,4,1
9244,28,"Crassula_rupestris","Crassulaceae","Shrub",0.6,-0.22184875,"South Africa","Stellenbosch - Karoo",33.609,19.457,"Angela",394,16.5,13.8,5.4,4,29.6,4.4,25.2,11.3,21.4,21.4,11.3,546,87,14,60,253,48,48,253,1.51,557,-1
3972,12,"Atherosperma_moschatum","Atherospermataceae","Tree",28,1.447158031,"Australia","Mt Field, Tasmania",42.679,146.669,"Angela",704,7.9,8.8,4.8,3.2,18.2,0,18.2,4.2,12,12,3.7,1156,117,54,20,347,200,200,322,2.96,643,-1
23552,10,"Poa_lanuginosa","Poaceae","Herb",0.35,-0.455931956,"Argentina","Puerto Madryn - dune",42.769,-64.101,"Angela",66,13,10.3,4.7,4.2,24.5,2.7,21.8,13.7,17,18.3,7.4,214,28,9,35,77,36,37,55,1.01,404,-1
9773,46,"Cymbopogon_excavatus","Poaceae","Herb",0.5,-0.301029996,"South Africa","Zululand - ledube",28.234,32.017,"Angela",289,20.5,10.2,5.8,2.4,28.5,11,17.5,23.4,17.2,23.4,17.2,926,129,32,43,347,104,344,104,3.35,525,-1
11379,4,"Empetrum_rubrum","Ericaceae","Shrub",0.11,-0.958607315,"Argentina","Rio Turbio - heath",51.575,-72.312,"Angela",747,3.7,9.7,4.9,3.6,14,-5.6,19.6,3.5,4.2,8,-1.2,500,57,34,15,152,106,120,122,1.26,30,-1
4334,29,"Banksia_ericifolia","Proteaceae","Shrub",2.6,0.414973348,"Australia","Kuringai - Challenger",33.595,151.276,"Angela",151,16.9,9.8,4.8,3.8,26,5.7,20.3,21.3,12.4,21.4,11.7,1313,160,65,29,458,213,392,283,4.51,1435,-1
30143,65,"Tapeinosperma_ampliflorum","Myrsinaceae","Tree",10,1,"Fiji","ak",18.383,178.142,"Laura",30,24.6,6.3,6.1,1.4,30,19.7,10.3,26,22.9,26.3,22.7,2674,345,132,32,943,414,925,431,4.26,1795,-1
6852,221,"Cassiope_tetragona","Ericaceae","Shrub",0.07,-1.15490196,"Greenland","Zackenberg - salix",74.474,-20.536,"Angela",37,-10.5,7,2.1,9.3,6.5,-25.8,32.3,-3.7,-6.8,2.3,-20.7,236,26,10,24,73,36,57,63,2.6,4,1
13307,194,"Gaultheria_shallon","Ericaceae","Shrub",0.7,-0.15490196,"USA","Oregon - Yaquina Head",44.667,-124.072,"Angela",324,10.6,7.7,5,2.8,18.9,3.5,15.4,7.6,14,14.4,7.2,1936,315,27,62,900,133,134,848,2.51,572,1
17812,165,"Lasthenia_californica","Asteraceae","Herb",0.08,-1.096910013,"USA","Jasper Ridge - Serpentine",37.4,-122.224,"Angela",179,13.7,11.4,5.5,3.3,24.4,4,20.4,9.6,17.7,18,9.6,630,127,2,86,328,9,13,328,1.51,223,1
12933,203,"Fraxinus_excelsior","Oleaceae","Tree",19,1.278753601,"Sweden","Stockholm",58.953,17.61,"Angela",10,7,6.5,2.4,7.1,21.8,-4.8,26.6,15.3,1,16.4,-1.7,508,61,24,28,172,81,162,112,2.79,533,1
4617,214,"Betula_nana","Betulaceae","Shrub",0.3,-0.522878745,"Greenland","Kangerlussuaq - wet",66.973,-50.569,"Angela",65,-5.1,8.2,2.3,10,14.1,-21.2,35.3,6.3,-13.7,8.1,-16.6,257,31,11,33,92,40,84,45,1.29,65,1
29610,9,"Stipa_tenuis","Poaceae","Herb",0.03,-1.522878745,"Argentina","Puerto Madryn - steppe",42.79,-64.092,"Angela",76,13,10.2,4.6,4.3,24.4,2.6,21.8,13.7,17,18.3,7.4,214,28,9,35,77,36,37,55,1.01,404,-1
25615,138,"Randia_laevigata","Rubiaceae","Shrub",3.5,0.544068044,"Mexico","Linares - thornscrub",24.786,-99.515,"Angela",354,22.6,13.9,4.8,5.1,36.2,7.6,28.6,26,15.6,28.5,15.6,803,154,20,66,338,68,285,68,2.26,1044,1
21930,220,"Pedicularis_lapponica","Orobanchaceae","Herb",0.2,-0.698970004,"Greenland","disko island",69.25,-53.6,"Angela",150,-5.7,5.5,1.8,8,8.3,-20.7,29,1.2,-16.2,4.3,-16.2,305,38,16,30,106,52,87,52,1.01,32,1
5544,144,"Calicotome_villosa","Fabaceae - P","Shrub",1.8,0.255272505,"Israel","Hanadiv",32.555,34.938,"Angela",115,19.9,9.7,4.4,4.9,30.7,8.7,22,13.6,25.3,25.7,13.6,598,159,0,115,408,0,2,408,1.01,359,1
18104,21,"Leptospermum_continentale","Myrtaceae","Shrub",2.8,0.447158031,"Australia","Adelaide - ferries",35.235,139.132,"Angela",52,15.6,11.7,5.3,3.7,27.8,5.8,22,10.9,20.2,20.3,10.9,384,45,18,29,127,59,60,127,2.17,661,-1
29608,19,"Stipa_sp","Poaceae","Herb",0.35,-0.455931956,"Argentina","Mendoza - Payunia",36.25,-68.824,"Angela",1502,10.9,16.3,5.2,5.5,27.7,-3.6,31.3,17.3,6.9,18,3.8,208,23,13,17,65,44,61,47,1.89,522,-1
15864,121,"Hirtella_triandra","Chrysobalanaceae","Tree",23.5,1.371067862,"Panama","Panama - BCI",9.15,-79.849,"Angela",165,26.5,6.8,7.3,0.7,31.4,22.2,9.2,25.8,26.6,27.5,25.6,2542,383,27,56,1004,132,397,975,4.51,2146,1
